A-TOOLS MESH DATA V1.0
Feature-Path: :/features/features/
Screenshot-Path: :/screenshots/screenshots/
N-Samples: 1048576
N-Bins: 256
N-Vox: 32
N-Test-Angles: 8
N-Test-Steps: 256
Ini-Step: -10
End-Step: 10
N-Models: 495
N-Info: 8
----Info----
OFRENDA
NO_ELEMENT
ENTRADA
INVENTARIO
UBICACION
FUNCION
MATERIA PRIMA
DESCRIPCION
----Data----
CIII_0193_0001,CIII,193_0001,5811,10-251868,CR3-P22,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0194_0001,CIII,194_0001,5812,10-251905,CAM3-P66,MASCARA,PIEDRA VERDE,????
CIII_0196_0001,CIII,196_0001,5814,10-251909,S3-V9,MASCARA,PIEDRA VERDE,????
CIII_0197_0001,CIII,197_0001,5815,10-251906,S3-V8,MASCARA,PIEDRA VERDE,????
CIII_0198_0001,CIII,198_0001,5816,10-251851,CR3-P10,MASCARA,PIEDRA VERDE,????
CIII_0199_0001,CIII,199_0001,5817,10-251870,CR3-P22,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0200_0001,CIII,200_0001,5818,10-252144,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0202_0001,CIII,202_0001,5820,10-251908,CR3-P11,MASCARA,PIEDRA VERDE,????
CIII_0203_0001,CIII,203_0001,5821,10-252962,CAM3-P47,CONTENEDOR FITOMORFO,PIEDRA VERDE,????
CIII_0204_0001,CIII,204_0001,5822,10-251918,CR3-P16,MASCARA,PIEDRA VERDE,????
CIII_0205_0001,CIII,205_0001,5823,10-251856,CR3-P57,MASCARA,PIEDRA VERDE,????
CIII_0206_0001,CIII,206_0001,5824,10-251849,S3-V8,MASCARA,PIEDRA VERDE,????
CIII_0207_0001,CIII,207_0001,5825,10-252140,CR3-P16,MASCARA,PIEDRA VERDE,????
CIII_0208_0001,CIII,208_0001,5826,10-251864,CR3-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0209_0001,CIII,209_0001,5827,10-262538,S6-V32,FIGURA ZOOMORFA,PIEDRA VERDE,????
CIII_0215_0001,CIII,215_0001,5855,10-265658,CR3-P24,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0216_0001,CIII,216_0001,5856,10-252610,CR3-P62,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0217_0001,CIII,217_0001,5857,10-265659,CR3-P34,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0218_0001,CIII,218_0001,5858,10-262942,S3-V8,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0219_0001,CIII,219_0001,5859,10-252123,CR3-P34,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0220_0001,CIII,220_0001,5860,10-265657,CR3-P34,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0221_0001,CIII,221_0001,5861,10-251869,CR3-P23,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0222_0001,CIII,222_0001,5862,10-251875,CR3-P27,FIGURA ZOOMORFA,PIEDRA VERDE,????
CIII_0223_0001,CIII,223_0001,5863,10-251823,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0226_0001,CIII,226_0001,5866,10-251825,CR3-P22,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0227_0001,CIII,227_0001,5867,10-251823,??-???,FIGURA ANTROPOMORFA,PIEDRA VERDE,????
CIII_0228_0001,CIII,228_0001,5868,10-251859,V11-S3,MASCARA,PIEDRA VERDE,????
CIII_0242_0001,CIII,242_0001,5884,10-220296,CIII-P-64,MASCARA,PIEDRA VERDE,????
CIII_0244_0001,CIII,244_0001,5886,10-251818,CR3-P37,FIGURA ZOOMORFA,PIEDRA VERDE,REPRESENTA UN CARACOL EN PIEDRA VERDE
CIII_0245_0001,CIII,245_0001,5887,10-251819,CR3-P37,FIGURA ZOOMORFA,PIEDRA VERDE,REPRESENTA UN CARACOL EN PIEDRA VERDE
CIII_0248_0001,CIII,248_0001,5890,10-252170,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0249_0001,CIII,249_0001,5891,10-251904,S2-V14,MASCARA,PIEDRA VERDE,????
CIII_0254_0001,CIII,254_0001,5943,10-220338,S3-V16,VASIJA POLICROMA,BARRO,????
CIII_10264133,CIII,10264133,????,????,????,????,????,????
CIII_10264134,CIII,10264134,????,????,????,????,????,????
CIII_6497,CIII,6497,????,????,????,????,????,????
Ehecatl,????,????,????,????,????,????,????,????
Pacal,????,????,????,????,????,????,????,????
Tlatelolco_Tlacuacha,????,????,????,????,????,????,????,????
TM_MM_008,????,????,????,????,????,????,????,????
